UniProt_AC,InterPro_ID,InterPro_Name,Signature_ID,Start,End
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,1186,1224
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,1229,1268
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,1270,1307
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,1311,1350
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2699,2738
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2740,2777
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2779,2819
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2821,2861
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2863,2901
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2905,2945
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2947,2990
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,2992,3029
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3031,3070
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3074,3111
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3511,3550
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3552,3591
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3593,3632
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3634,3673
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3677,3716
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3718,3756
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3758,3795
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3797,3834
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3841,3880
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3882,3922
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,SM00192,3927,3964
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,28,62
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,108,142
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,149,179
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,183,217
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,222,256
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,266,300
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1026,1060
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1067,1101
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1109,1143
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1149,1183
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1187,1222
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1230,1264
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1271,1305
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,1312,1344
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2700,2732
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2741,2775
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2784,2817
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2822,2855
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2864,2895
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2906,2938
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2948,2988
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,2993,3027
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3032,3064
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3075,3109
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3512,3545
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3553,3585
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3594,3626
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3635,3666
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3682,3714
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3719,3754
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3759,3793
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3798,3832
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3885,3915
P98164,IPR002172,Low-density lipoprotein (LDL) receptor class A repeat,cd00112,3928,3962
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,24,64
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,65,110
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,111,148
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,149,183
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,184,224
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,225,257
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,262,306
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1024,1069
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1070,1103
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1104,1147
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1148,1184
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1185,1227
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1228,1267
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1268,1310
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,1311,1346
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2697,2737
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2738,2775
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2777,2819
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2820,2861
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2862,2901
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2902,2945
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2946,2990
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,2991,3030
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3031,3070
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3073,3111
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3511,3557
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3558,3590
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3591,3632
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3633,3673
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3676,3717
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3718,3755
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3756,3796
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3797,3835
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3840,3880
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3881,3922
P98164,IPR036055,LDL receptor-like superfamily,G3DSA:4.10.400.10,3923,3968
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,26,63
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,65,101
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,101,143
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,146,180
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,182,219
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,216,256
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,264,301
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1023,1060
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1065,1103
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1106,1143
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1147,1184
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1186,1224
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1229,1265
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1265,1306
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,1310,1346
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2699,2742
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2735,2776
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2783,2817
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2820,2859
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2857,2896
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2904,2939
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2943,2986
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,2987,3028
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3026,3066
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3069,3109
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3510,3546
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3547,3588
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3585,3629
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3627,3666
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3681,3714
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3718,3755
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3758,3795
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3793,3833
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3841,3876
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3882,3920
P98164,IPR036055,LDL receptor-like superfamily,SSF57424,3926,3962
P98171,IPR001452,SH3 domain,PF14604,753,801
P98171,IPR001452,SH3 domain,PS50002,746,805
P98171,IPR001452,SH3 domain,SM00326,749,804
P98171,IPR036028,SH3-like domain superfamily,SSF50044,747,803
Q00005,IPR001680,WD40 repeat,SM00320,13,52
Q00005,IPR001680,WD40 repeat,SM00320,79,119
Q00005,IPR001680,WD40 repeat,SM00320,161,200
Q00005,IPR001680,WD40 repeat,SM00320,211,251
Q00005,IPR001680,WD40 repeat,SM00320,270,308
Q00005,IPR001680,WD40 repeat,SM00320,402,439
Q00005,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,52,441
Q00005,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,24,434
Q00013,IPR001452,SH3 domain,PF00018,183,220
Q00013,IPR001452,SH3 domain,PS50002,158,228
Q00013,IPR001452,SH3 domain,SM00326,161,227
Q00013,IPR001478,PDZ domain,PF00595,72,148
Q00013,IPR001478,PDZ domain,PS50106,71,152
Q00013,IPR001478,PDZ domain,SM00228,80,152
Q00013,IPR036028,SH3-like domain superfamily,SSF50044,137,269
Q00013,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,66,157
Q00013,IPR036034,PDZ superfamily,SSF50156,66,154
Q00610,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,444,655
Q00610,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,656,912
Q00610,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,1037,1182
Q00610,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,1183,1522
Q00653,IPR000488,Death domain,PF00531,776,848
Q00653,IPR000488,Death domain,SM00005,764,851
Q00653,IPR002110,Ankyrin repeat,PF12796,473,553
Q00653,IPR002110,Ankyrin repeat,PF12796,605,697
Q00653,IPR002110,Ankyrin repeat,PR01415,488,503
Q00653,IPR002110,Ankyrin repeat,PR01415,683,697
Q00653,IPR002110,Ankyrin repeat,PS50088,487,508
Q00653,IPR002110,Ankyrin repeat,PS50088,526,558
Q00653,IPR002110,Ankyrin repeat,PS50088,559,586
Q00653,IPR002110,Ankyrin repeat,PS50088,599,631
Q00653,IPR002110,Ankyrin repeat,PS50088,667,699
Q00653,IPR002110,Ankyrin repeat,SM00248,487,517
Q00653,IPR002110,Ankyrin repeat,SM00248,526,555
Q00653,IPR002110,Ankyrin repeat,SM00248,559,591
Q00653,IPR002110,Ankyrin repeat,SM00248,599,628
Q00653,IPR002110,Ankyrin repeat,SM00248,633,663
Q00653,IPR002110,Ankyrin repeat,SM00248,667,696
Q00839,IPR003877,SPRY domain,PF00622,357,461
Q00839,IPR003877,SPRY domain,SM00449,331,463
Q00872,IPR003961,Fibronectin type III,PF00041,621,709
Q00872,IPR003961,Fibronectin type III,PF00041,719,823
Q00872,IPR003961,Fibronectin type III,PF00041,934,1014
Q00872,IPR003961,Fibronectin type III,PS50853,622,721
Q00872,IPR003961,Fibronectin type III,PS50853,722,833
Q00872,IPR003961,Fibronectin type III,PS50853,934,1029
Q00872,IPR003961,Fibronectin type III,SM00060,620,703
Q00872,IPR003961,Fibronectin type III,SM00060,718,819
Q00872,IPR003961,Fibronectin type III,SM00060,932,1014
Q00872,IPR003961,Fibronectin type III,cd00063,620,710
Q00872,IPR003961,Fibronectin type III,cd00063,719,821
Q00872,IPR003961,Fibronectin type III,cd00063,932,1015
Q00872,IPR036116,Fibronectin type III superfamily,SSF49265,618,823
Q00872,IPR036116,Fibronectin type III superfamily,SSF49265,921,1016
Q008S8,IPR001810,F-box domain,PF12937,81,119
Q008S8,IPR036047,F-box-like domain superfamily,SSF81383,68,148
Q00978,IPR008984,SMAD/FHA domain superfamily,SSF49879,208,390
Q01082,IPR001605,"Pleckstrin homology domain, spectrin-type",PR00683,2200,2219
Q01082,IPR001605,"Pleckstrin homology domain, spectrin-type",PR00683,2220,2241
Q01082,IPR001605,"Pleckstrin homology domain, spectrin-type",PR00683,2262,2279
Q01082,IPR001605,"Pleckstrin homology domain, spectrin-type",PR00683,2282,2300
Q01082,IPR001715,Calponin homology domain,PF00307,55,158
Q01082,IPR001715,Calponin homology domain,PF00307,174,278
Q01082,IPR001715,Calponin homology domain,PS50021,54,158
Q01082,IPR001715,Calponin homology domain,PS50021,173,278
Q01082,IPR001715,Calponin homology domain,SM00033,56,156
Q01082,IPR001715,Calponin homology domain,SM00033,175,273
Q01082,IPR002017,Spectrin repeat,PF00435,303,411
Q01082,IPR002017,Spectrin repeat,PF00435,423,525
Q01082,IPR002017,Spectrin repeat,PF00435,530,636
Q01082,IPR002017,Spectrin repeat,PF00435,639,742
Q01082,IPR002017,Spectrin repeat,PF00435,745,847
Q01082,IPR002017,Spectrin repeat,PF00435,851,952
Q01082,IPR002017,Spectrin repeat,PF00435,957,1060
Q01082,IPR002017,Spectrin repeat,PF00435,1063,1166
Q01082,IPR002017,Spectrin repeat,PF00435,1169,1258
Q01082,IPR002017,Spectrin repeat,PF00435,1276,1376
Q01082,IPR002017,Spectrin repeat,PF00435,1381,1482
Q01082,IPR002017,Spectrin repeat,PF00435,1486,1590
Q01082,IPR002017,Spectrin repeat,PF00435,1592,1696
Q01082,IPR002017,Spectrin repeat,PF00435,1698,1801
Q01082,IPR002017,Spectrin repeat,PF00435,1805,1907
Q01082,IPR002017,Spectrin repeat,PF00435,1914,2014
Q01082,IPR002017,Spectrin repeat,PF00435,2018,2096
Q01113,IPR003961,Fibronectin type III,PS50853,149,259
Q01113,IPR036116,Fibronectin type III superfamily,SSF49265,144,256
Q01167,IPR000253,Forkhead-associated (FHA) domain,PF00498,54,145
Q01167,IPR000253,Forkhead-associated (FHA) domain,PS50006,54,128
Q01167,IPR000253,Forkhead-associated (FHA) domain,SM00240,53,128
Q01167,IPR008984,SMAD/FHA domain superfamily,SSF49879,28,132
Q01344,IPR003961,Fibronectin type III,PS50853,241,334
Q01344,IPR036116,Fibronectin type III superfamily,SSF49265,126,225
Q01344,IPR036116,Fibronectin type III superfamily,SSF49265,239,331
Q01484,IPR000488,Death domain,PF00531,3571,3651
Q01484,IPR000488,Death domain,PS50017,3569,3653
Q01484,IPR000488,Death domain,SM00005,3559,3653
Q01484,IPR002110,Ankyrin repeat,PF00023,129,155
Q01484,IPR002110,Ankyrin repeat,PF00023,563,587
Q01484,IPR002110,Ankyrin repeat,PF00023,695,725
Q01484,IPR002110,Ankyrin repeat,PF12796,37,126
Q01484,IPR002110,Ankyrin repeat,PF12796,259,323
Q01484,IPR002110,Ankyrin repeat,PF12796,390,461
Q01484,IPR002110,Ankyrin repeat,PF12796,468,554
Q01484,IPR002110,Ankyrin repeat,PF12796,600,689
Q01484,IPR002110,Ankyrin repeat,PF12796,751,813
Q01484,IPR002110,Ankyrin repeat,PF13637,196,253
Q01484,IPR002110,Ankyrin repeat,PF13637,336,385
Q01484,IPR002110,Ankyrin repeat,PR01415,563,578
Q01484,IPR002110,Ankyrin repeat,PR01415,743,757
Q01484,IPR002110,Ankyrin repeat,PS50088,63,95
Q01484,IPR002110,Ankyrin repeat,PS50088,96,128
Q01484,IPR002110,Ankyrin repeat,PS50088,129,161
Q01484,IPR002110,Ankyrin repeat,PS50088,232,264
Q01484,IPR002110,Ankyrin repeat,PS50088,265,297
Q01484,IPR002110,Ankyrin repeat,PS50088,298,330
Q01484,IPR002110,Ankyrin repeat,PS50088,331,363
Q01484,IPR002110,Ankyrin repeat,PS50088,364,396
Q01484,IPR002110,Ankyrin repeat,PS50088,397,429
Q01484,IPR002110,Ankyrin repeat,PS50088,430,462
Q01484,IPR002110,Ankyrin repeat,PS50088,463,495
Q01484,IPR002110,Ankyrin repeat,PS50088,496,528
Q01484,IPR002110,Ankyrin repeat,PS50088,529,561
Q01484,IPR002110,Ankyrin repeat,PS50088,562,594
Q01484,IPR002110,Ankyrin repeat,PS50088,595,627
Q01484,IPR002110,Ankyrin repeat,PS50088,628,660
Q01484,IPR002110,Ankyrin repeat,PS50088,661,693
Q01484,IPR002110,Ankyrin repeat,PS50088,694,726
Q01484,IPR002110,Ankyrin repeat,PS50088,727,759
Q01484,IPR002110,Ankyrin repeat,PS50088,760,792
Q01484,IPR002110,Ankyrin repeat,SM00248,30,59
Q01484,IPR002110,Ankyrin repeat,SM00248,63,92
Q01484,IPR002110,Ankyrin repeat,SM00248,96,125
Q01484,IPR002110,Ankyrin repeat,SM00248,129,158
Q01484,IPR002110,Ankyrin repeat,SM00248,162,190
Q01484,IPR002110,Ankyrin repeat,SM00248,191,220
Q01484,IPR002110,Ankyrin repeat,SM00248,232,261
Q01484,IPR002110,Ankyrin repeat,SM00248,265,294
Q01484,IPR002110,Ankyrin repeat,SM00248,298,327
Q01484,IPR002110,Ankyrin repeat,SM00248,331,360
Q01484,IPR002110,Ankyrin repeat,SM00248,364,393
Q01484,IPR002110,Ankyrin repeat,SM00248,397,426
Q01484,IPR002110,Ankyrin repeat,SM00248,430,459
Q01484,IPR002110,Ankyrin repeat,SM00248,463,492
Q01484,IPR002110,Ankyrin repeat,SM00248,496,525
Q01484,IPR002110,Ankyrin repeat,SM00248,529,558
Q01484,IPR002110,Ankyrin repeat,SM00248,562,591
Q01484,IPR002110,Ankyrin repeat,SM00248,595,624
Q01484,IPR002110,Ankyrin repeat,SM00248,628,657
Q01484,IPR002110,Ankyrin repeat,SM00248,661,690
Q01484,IPR002110,Ankyrin repeat,SM00248,694,723
Q01484,IPR002110,Ankyrin repeat,SM00248,727,756
Q01484,IPR002110,Ankyrin repeat,SM00248,760,789
Q01973,IPR020067,Frizzled domain,PF01392,170,288
Q01973,IPR020067,Frizzled domain,PS50038,165,299
Q01973,IPR036790,Frizzled cysteine-rich domain superfamily,G3DSA:1.10.2000.10,167,301
Q01974,IPR020067,Frizzled domain,PF01392,174,291
Q01974,IPR020067,Frizzled domain,PS50038,169,303
Q01974,IPR036790,Frizzled cysteine-rich domain superfamily,G3DSA:1.10.2000.10,171,303
Q01995,IPR001715,Calponin homology domain,PF00307,25,136
Q01995,IPR001715,Calponin homology domain,PS50021,24,137
Q01995,IPR001715,Calponin homology domain,SM00033,26,133
Q02246,IPR003961,Fibronectin type III,PF00041,610,701
Q02246,IPR003961,Fibronectin type III,PF00041,815,904
Q02246,IPR003961,Fibronectin type III,PS50853,610,708
Q02246,IPR003961,Fibronectin type III,PS50853,713,810
Q02246,IPR003961,Fibronectin type III,PS50853,815,910
Q02246,IPR003961,Fibronectin type III,SM00060,608,694
Q02246,IPR003961,Fibronectin type III,SM00060,711,797
Q02246,IPR003961,Fibronectin type III,SM00060,813,897
Q02246,IPR003961,Fibronectin type III,SM00060,913,993
Q02246,IPR003961,Fibronectin type III,cd00063,618,705
Q02246,IPR003961,Fibronectin type III,cd00063,726,800
Q02246,IPR003961,Fibronectin type III,cd00063,815,907
Q02246,IPR036116,Fibronectin type III superfamily,SSF49265,606,812
Q02246,IPR036116,Fibronectin type III superfamily,SSF49265,800,916
Q02246,IPR036116,Fibronectin type III superfamily,SSF49265,906,995
Q02388,IPR003961,Fibronectin type III,PF00041,233,316
Q02388,IPR003961,Fibronectin type III,PF00041,332,405
Q02388,IPR003961,Fibronectin type III,PF00041,427,487
Q02388,IPR003961,Fibronectin type III,PF00041,509,582
Q02388,IPR003961,Fibronectin type III,PF00041,602,675
Q02388,IPR003961,Fibronectin type III,PF00041,688,767
Q02388,IPR003961,Fibronectin type III,PF00041,872,948
Q02388,IPR003961,Fibronectin type III,PF00041,958,1042
Q02388,IPR003961,Fibronectin type III,PS50853,234,329
Q02388,IPR003961,Fibronectin type III,PS50853,330,416
Q02388,IPR003961,Fibronectin type III,PS50853,417,507
Q02388,IPR003961,Fibronectin type III,PS50853,510,597
Q02388,IPR003961,Fibronectin type III,PS50853,600,687
Q02388,IPR003961,Fibronectin type III,PS50853,688,775
Q02388,IPR003961,Fibronectin type III,PS50853,778,866
Q02388,IPR003961,Fibronectin type III,PS50853,869,957
Q02388,IPR003961,Fibronectin type III,PS50853,958,1051
Q02388,IPR003961,Fibronectin type III,SM00060,232,318
Q02388,IPR003961,Fibronectin type III,SM00060,327,402
Q02388,IPR003961,Fibronectin type III,SM00060,415,493
Q02388,IPR003961,Fibronectin type III,SM00060,508,584
Q02388,IPR003961,Fibronectin type III,SM00060,598,674
Q02388,IPR003961,Fibronectin type III,SM00060,686,764
Q02388,IPR003961,Fibronectin type III,SM00060,776,853
Q02388,IPR003961,Fibronectin type III,SM00060,867,943
Q02388,IPR003961,Fibronectin type III,SM00060,955,1039
Q02388,IPR003961,Fibronectin type III,cd00063,233,325
Q02388,IPR003961,Fibronectin type III,cd00063,333,413
Q02388,IPR003961,Fibronectin type III,cd00063,419,492
Q02388,IPR003961,Fibronectin type III,cd00063,509,587
Q02388,IPR003961,Fibronectin type III,cd00063,598,680
Q02388,IPR003961,Fibronectin type III,cd00063,687,771
Q02388,IPR003961,Fibronectin type III,cd00063,777,862
Q02388,IPR003961,Fibronectin type III,cd00063,867,952
Q02388,IPR003961,Fibronectin type III,cd00063,955,1044
Q02388,IPR036116,Fibronectin type III superfamily,SSF49265,233,408
Q02388,IPR036116,Fibronectin type III superfamily,SSF49265,421,587
Q02388,IPR036116,Fibronectin type III superfamily,SSF49265,597,774
Q02388,IPR036116,Fibronectin type III superfamily,SSF49265,780,952
Q02388,IPR036116,Fibronectin type III superfamily,SSF49265,960,1044
Q02410,IPR001478,PDZ domain,PF00595,657,739
Q02410,IPR001478,PDZ domain,PF00595,752,819
Q02410,IPR001478,PDZ domain,PS50106,656,741
Q02410,IPR001478,PDZ domain,PS50106,747,823
Q02410,IPR001478,PDZ domain,SM00228,665,743
Q02410,IPR001478,PDZ domain,SM00228,757,823
Q02410,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,650,744
Q02410,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,745,831
Q02410,IPR036034,PDZ superfamily,SSF50156,631,754
Q02410,IPR036034,PDZ superfamily,SSF50156,746,830
Q02556,IPR008984,SMAD/FHA domain superfamily,SSF49879,204,418
Q02641,IPR001452,SH3 domain,PS50002,100,169
Q02641,IPR036028,SH3-like domain superfamily,SSF50044,81,226
Q02763,IPR003961,Fibronectin type III,PF00041,545,630
Q02763,IPR003961,Fibronectin type III,PF00041,641,723
Q02763,IPR003961,Fibronectin type III,PS50853,447,541
Q02763,IPR003961,Fibronectin type III,PS50853,545,636
Q02763,IPR003961,Fibronectin type III,PS50853,641,735
Q02763,IPR003961,Fibronectin type III,SM00060,444,528
Q02763,IPR003961,Fibronectin type III,SM00060,543,625
Q02763,IPR003961,Fibronectin type III,SM00060,639,721
Q02763,IPR003961,Fibronectin type III,cd00063,544,633
Q02763,IPR003961,Fibronectin type III,cd00063,639,731
Q02763,IPR036116,Fibronectin type III superfamily,SSF49265,449,636
Q02763,IPR036116,Fibronectin type III superfamily,SSF49265,638,733
Q02779,IPR001452,SH3 domain,PF14604,23,77
Q02779,IPR001452,SH3 domain,PR00452,19,29
Q02779,IPR001452,SH3 domain,PR00452,33,48
Q02779,IPR001452,SH3 domain,PR00452,55,64
Q02779,IPR001452,SH3 domain,PR00452,67,79
Q02779,IPR001452,SH3 domain,PS50002,16,81
Q02779,IPR001452,SH3 domain,SM00326,19,80
Q02779,IPR036028,SH3-like domain superfamily,SSF50044,15,86
Q02790,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,259,413
Q02790,IPR011990,Tetratricopeptide-like helical domain superfamily,SSF48452,258,414
Q02790,IPR019734,Tetratricopeptide repeat,PF00515,321,352
Q02790,IPR019734,Tetratricopeptide repeat,PS50005,270,303
Q02790,IPR019734,Tetratricopeptide repeat,PS50005,319,352
Q02790,IPR019734,Tetratricopeptide repeat,PS50005,353,386
Q02790,IPR019734,Tetratricopeptide repeat,SM00028,270,303
Q02790,IPR019734,Tetratricopeptide repeat,SM00028,319,352
Q02790,IPR019734,Tetratricopeptide repeat,SM00028,353,386
Q02817,IPR001007,VWFC domain,PS01208,5054,5100
Q02817,IPR001007,VWFC domain,PS50184,4927,4996
Q02817,IPR001007,VWFC domain,PS50184,5034,5101
Q02817,IPR001007,VWFC domain,SM00214,822,866
Q02817,IPR001007,VWFC domain,SM00214,4927,4995
Q02817,IPR001007,VWFC domain,SM00214,5036,5100
Q02817,IPR001007,VWFC domain,SM00215,353,421
Q02817,IPR001007,VWFC domain,SM00215,822,891
Q03001,IPR001452,SH3 domain,PS50002,887,944
Q03001,IPR001715,Calponin homology domain,PF00307,36,138
Q03001,IPR001715,Calponin homology domain,PF00307,152,255
Q03001,IPR001715,Calponin homology domain,PS50021,35,138
Q03001,IPR001715,Calponin homology domain,PS50021,151,255
Q03001,IPR001715,Calponin homology domain,SM00033,37,136
Q03001,IPR001715,Calponin homology domain,SM00033,153,250
Q03001,IPR002017,Spectrin repeat,PF00435,701,798
